0.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,1.491239728927612251e+00,7.638703361511230971e-01,6.024101529121398402e-01,5.244764852046966963e-01,5.041215734958648387e-01
1.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,6.431999999999999940e-01,8.356000000000000094e-01,8.512000000000000677e-01,8.609999999999999876e-01,8.528000000000000025e-01
2.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,6.841554584503173331e-01,4.060491068363189515e-01,3.208537989854812755e-01,2.763286228179931414e-01,2.381956592798233074e-01
3.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,9.251249999999999751e-01,9.398750000000000160e-01,9.447499999999999787e-01,9.442500000000000338e-01,9.492500000000000382e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+01,1.254302550697326657e+00,4.108911968231201417e-01,3.321089248657226323e-01,2.853911482810974065e-01,2.534868659973144589e-01
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+01,6.832000000000000295e-01,8.816000000000000503e-01,8.961999999999999966e-01,9.086000000000000743e-01,9.182000000000000162e-01
2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+01,2.935816161632537891e-01,2.266647872924804630e-01,1.293453479707241116e-01,1.066490840017795538e-01,1.121528326272964449e-01
3.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+01,9.420000000000000595e-01,9.383750000000000702e-01,9.622500000000000497e-01,9.682500000000000551e-01,9.639999999999999680e-01
0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+01,1.505649769973754992e+00,5.708071021080016738e-01,3.738610643386841015e-01,3.000421495437621822e-01,2.623703879833221286e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+01,6.314000000000000723e-01,8.568000000000000060e-01,8.868000000000000327e-01,9.020000000000000240e-01,9.170000000000000373e-01
2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+01,7.136316833496093581e-01,2.442276201248168854e-01,1.597487377524375862e-01,1.107043813467025739e-01,1.110336573421955159e-01
3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+01,9.136250000000000204e-01,9.398750000000000160e-01,9.558750000000000302e-01,9.681250000000000133e-01,9.653749999999999831e-01
0.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+01,1.532346088218689006e+00,7.607300778388976781e-01,4.785330716133117668e-01,3.194745979309082107e-01,2.943231736183166691e-01
1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+01,6.122000000000000774e-01,8.360000000000000764e-01,8.639999999999999902e-01,8.980000000000000204e-01,9.036000000000000698e-01
2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+01,6.995419483184814879e-01,4.059811949729919545e-01,1.691415827274322381e-01,1.413759550452232394e-01,1.423954514265060312e-01
3.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+01,9.183750000000000524e-01,9.406250000000000444e-01,9.580000000000000737e-01,9.598750000000000338e-01,9.568750000000000311e-01
0.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+01,1.523270240020751842e+00,7.603981176376343187e-01,5.978038256645202830e-01,4.510304957866668740e-01,3.285754921436309650e-01
1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+01,6.154000000000000581e-01,8.436000000000000165e-01,8.462000000000000632e-01,8.608000000000000096e-01,8.946000000000000618e-01
2.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+01,7.068349499702453187e-01,4.164892325401305939e-01,3.292906117439269864e-01,1.711974866986274713e-01,1.172904293835163175e-01
3.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+01,9.184999999999999831e-01,9.368750000000000133e-01,9.366250000000000409e-01,9.547499999999999876e-01,9.667499999999999982e-01
0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,1.505207382202148336e+00,6.510430542945861987e-01,4.243430027961730966e-01,3.685145473480224698e-01,3.265459614992141657e-01
1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,6.270000000000000018e-01,8.392000000000000570e-01,8.716000000000000414e-01,8.794000000000000705e-01,8.974000000000000865e-01
2.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,7.090637884140014169e-01,2.122083536386489833e-01,1.561185460984707007e-01,1.294620271325111482e-01,1.171633293926715863e-01
3.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,9.203750000000000542e-01,9.552500000000000435e-01,9.581250000000000044e-01,9.632500000000000506e-01,9.651250000000000107e-01
0.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,1.487817770004272511e+00,5.761324414253234938e-01,3.740829315185547066e-01,3.130209169387817569e-01,2.776340291023254303e-01
1.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,6.536000000000000698e-01,8.594000000000000528e-01,8.818000000000000282e-01,8.960000000000000187e-01,9.104000000000000981e-01
2.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,6.854069385528563929e-01,1.791776897311210537e-01,1.323326264023780841e-01,1.066940193176269536e-01,1.036570462286472288e-01
3.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,9.294999999999999929e-01,9.599999999999999645e-01,9.653749999999999831e-01,9.705000000000000293e-01,9.701250000000000151e-01
0.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00,1.516473038291931141e+00,5.798219677925109394e-01,3.507493732452392488e-01,2.931808716773987022e-01,2.431005004405975278e-01
1.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00,6.236000000000000432e-01,8.554000000000000492e-01,8.904000000000000803e-01,9.066000000000000725e-01,9.200000000000000400e-01
2.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00,6.988714413642883594e-01,1.787452483773231404e-01,1.215256032943725639e-01,1.050959553122520485e-01,9.551531550288200334e-02
3.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00,9.202500000000000124e-01,9.591250000000000053e-01,9.689999999999999725e-01,9.713749999999999885e-01,9.738750000000000462e-01
0.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00,1.518431710243225208e+00,5.649846031188965334e-01,3.279672103881836054e-01,2.897661963462829782e-01,2.447422713279724105e-01
1.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00,6.224000000000000643e-01,8.629999999999999893e-01,8.980000000000000204e-01,9.074000000000000954e-01,9.216000000000000858e-01
2.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00,7.035380377769470117e-01,1.704234120249748241e-01,1.207879531681537583e-01,1.043336838483810425e-01,9.543511119484901495e-02
3.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00,9.217500000000000693e-01,9.628750000000000364e-01,9.676250000000000684e-01,9.726250000000000728e-01,9.735000000000000320e-01
0.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,1.481945136833190846e+00,7.438960334777832140e-01,5.282725255966186362e-01,3.882695652008056886e-01,3.501411707401275719e-01
1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,6.391999999999999904e-01,8.360000000000000764e-01,8.538000000000000034e-01,8.768000000000000238e-01,8.861999999999999877e-01
2.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,6.904504823684692871e-01,4.118774566650390545e-01,1.918919227719307063e-01,1.414547475576400648e-01,1.272665830850601143e-01
3.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,9.230000000000000426e-01,9.388750000000000151e-01,9.551250000000000018e-01,9.621250000000000080e-01,9.625000000000000222e-01
0.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,1.512249790954589779e+00,7.574912858963012141e-01,4.773899157524109094e-01,3.534619144439697380e-01,2.902274762153625454e-01
1.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,6.356000000000000538e-01,8.362000000000000544e-01,8.756000000000000449e-01,8.838000000000000300e-01,9.072000000000000064e-01
2.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,6.875955743789672336e-01,4.184238302707672386e-01,1.507548741698264971e-01,1.166700084209442156e-01,1.039490675628185340e-01
3.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,9.331249999999999822e-01,9.386250000000000426e-01,9.632500000000000506e-01,9.686250000000000693e-01,9.693749999999999867e-01
0.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00,1.511963649749755945e+00,7.577107382774352917e-01,4.740009906768798964e-01,3.377072872161865358e-01,2.805384572982788094e-01
1.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00,6.246000000000000441e-01,8.384000000000000341e-01,8.688000000000000167e-01,8.954000000000000847e-01,9.120000000000000329e-01
2.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00,7.186100873947143253e-01,4.153318030834198260e-01,1.499206189513206389e-01,1.225211321711540263e-01,9.908746200799942172e-02
3.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00,9.213750000000000551e-01,9.418750000000000178e-01,9.646250000000000657e-01,9.663749999999999840e-01,9.708750000000000435e-01
0.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00,1.485985521125793518e+00,7.449008972167968645e-01,4.573519436836242513e-01,3.166626144409179777e-01,2.751014139652251944e-01
1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00,6.451999999999999957e-01,8.420000000000000817e-01,8.774000000000000687e-01,8.998000000000000442e-01,9.132000000000000117e-01
2.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00,6.885532927513122736e-01,4.163533701896667272e-01,1.436501722335815356e-01,1.105460795164108223e-01,9.824253526329994324e-02
3.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00,9.250000000000000444e-01,9.383750000000000702e-01,9.648750000000000382e-01,9.703749999999999876e-01,9.733749999999999902e-01
0.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,1.517585654449462806e+00,7.653769464492797825e-01,5.990471277236938397e-01,4.741230161666870058e-01,3.715389223575591982e-01
1.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,6.162000000000000810e-01,8.354000000000000314e-01,8.528000000000000025e-01,8.672000000000000819e-01,8.834000000000000741e-01
2.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,7.049825401306152317e-01,4.182753319740295517e-01,3.259679310321808021e-01,1.728531191647052767e-01,1.366833488643169336e-01
3.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,9.267500000000000737e-01,9.360000000000000542e-01,9.430000000000000604e-01,9.563749999999999751e-01,9.623749999999999805e-01
0.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,1.494958336067199633e+00,7.468139017105102084e-01,6.033966553688049350e-01,4.444959102630615111e-01,3.217396665573120096e-01
1.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,6.334000000000000741e-01,8.426000000000000156e-01,8.417999999999999927e-01,8.734000000000000652e-01,8.966000000000000636e-01
2.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,7.034073843955993555e-01,4.173633046150207471e-01,3.161059600114822232e-01,1.481812210083007786e-01,1.137035770714282940e-01
3.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,9.291249999999999787e-01,9.383750000000000702e-01,9.450000000000000622e-01,9.606250000000000622e-01,9.686250000000000693e-01
0.000000000000000000e+00,3.000000000000000000e+00,5.000000000000000000e+00,1.503913484191894634e+00,7.553455039978027585e-01,5.993995883941650726e-01,4.360508354187011548e-01,3.200833992004394335e-01
1.000000000000000000e+00,3.000000000000000000e+00,5.000000000000000000e+00,6.378000000000000336e-01,8.342000000000000526e-01,8.550000000000000933e-01,8.718000000000000194e-01,8.950000000000000178e-01
2.000000000000000000e+00,3.000000000000000000e+00,5.000000000000000000e+00,6.960250415802001767e-01,4.217501318454742187e-01,3.245319179296493606e-01,1.442847199440002448e-01,1.152646414041519213e-01
3.000000000000000000e+00,3.000000000000000000e+00,5.000000000000000000e+00,9.200000000000000400e-01,9.350000000000000533e-01,9.447499999999999787e-01,9.626250000000000639e-01,9.706250000000000711e-01
0.000000000000000000e+00,3.000000000000000000e+00,6.000000000000000000e+00,1.514019970321655251e+00,7.581802124023437894e-01,5.993080044269561979e-01,4.114904485702514658e-01,3.009417721271515078e-01
1.000000000000000000e+00,3.000000000000000000e+00,6.000000000000000000e+00,6.298000000000000265e-01,8.380000000000000782e-01,8.546000000000000263e-01,8.806000000000000494e-01,9.012000000000000011e-01
2.000000000000000000e+00,3.000000000000000000e+00,6.000000000000000000e+00,7.033589901924133247e-01,4.093917427062988557e-01,3.170341023206710851e-01,1.348575226664543159e-01,1.155397674441337591e-01
3.000000000000000000e+00,3.000000000000000000e+00,6.000000000000000000e+00,9.226250000000000284e-01,9.411249999999999893e-01,9.451249999999999929e-01,9.673749999999999849e-01,9.688750000000000417e-01
